C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_51_383.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_51_383.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_51_383.jpg, -0.2674962, 1, 0, 6.08212
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_51_486.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_51_486.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_51_486.jpg, -0.461409, 1, 0, 7.184115
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_51_588.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_51_588.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_51_588.jpg, -0.1056581, 1, 0, 8.548398
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_51_691.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_51_691.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_51_691.jpg, 0, 1, 0, 9.661672
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_51_794.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_51_794.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_51_794.jpg, 0, 1, 0, 10.77183
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_51_899.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_51_899.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_51_899.jpg, -0.2764371, 1, 0, 11.95522
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_52_001.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_52_001.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_52_001.jpg, -0.0444174, 1, 0, 12.77995
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_52_101.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_52_101.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_52_101.jpg, 0, 1, 0, 14.11218
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_52_201.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_52_201.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_52_201.jpg, -0.2059563, 1, 0, 14.95824
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_52_302.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_52_302.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_52_302.jpg, -0.5059776, 1, 0, 16.0379
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_52_404.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_52_404.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_52_404.jpg, -0.5002404, 1, 0, 16.92908
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_52_506.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_52_506.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_52_506.jpg, -0.2074722, 1, 0, 17.98763
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_52_606.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_52_606.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_52_606.jpg, 0, 1, 0, 19.02095
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_52_709.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_52_709.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_52_709.jpg, 0, 1, 0, 20.23515
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_52_811.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_52_811.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_52_811.jpg, 0, 1, 0, 21.22152
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_52_914.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_52_914.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_52_914.jpg, -0.0616803, 1, 0, 22.22867
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_53_017.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_53_017.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_53_017.jpg, -0.35783, 1, 0, 23.1435
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_53_118.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_53_118.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_53_118.jpg, -0.3011535, 1, 0, 24.01702
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_53_221.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_53_221.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_53_221.jpg, 0, 1, 0, 24.98362
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_53_323.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_53_323.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_53_323.jpg, 0, 1, 0, 25.93097
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_53_423.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_53_423.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_53_423.jpg, 0, 1, 0, 26.8767
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_53_524.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_53_524.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_53_524.jpg, -0.052623, 1, 0, 27.81413
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_53_626.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_53_626.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_53_626.jpg, -0.3506427, 1, 0, 28.67503
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_53_729.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_53_729.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_53_729.jpg, -0.288152, 1, 0, 29.62977
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_53_829.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_53_829.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_53_829.jpg, -0.0127749, 1, 0, 30.18657
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_53_932.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_53_932.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_53_932.jpg, -0.2311851, 1, 0, 30.18546
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_54_033.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_54_033.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_54_033.jpg, 0, 1, 0, 30.18859
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_54_135.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_54_135.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_54_135.jpg, 0, 1, 0, 30.19019
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_54_239.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_54_239.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_54_239.jpg, -0.2015838, 1, 0, 30.18127
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_54_342.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_54_342.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_54_342.jpg, -0.07141316, 1, 0, 30.19116
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_54_443.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_54_443.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_54_443.jpg, -0.0126687, 1, 0, 30.19024
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_54_544.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_54_544.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_54_544.jpg, -0.3064485, 1, 0, 30.17068
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_54_647.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_54_647.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_54_647.jpg, 0, 1, 0, 30.1888
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_54_747.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_54_747.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_54_747.jpg, 0, 1, 0, 30.19014
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_54_850.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_54_850.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_54_850.jpg, 0, 1, 0, 30.19027
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_54_954.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_54_954.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_54_954.jpg, -0.2271459, 1, 0, 30.17753
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_55_058.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_55_058.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_55_058.jpg, 0, 1, 0, 30.18971
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_55_162.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_55_162.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_55_162.jpg, 0, 1, 0, 30.19026
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_55_262.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_55_262.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_55_262.jpg, 0, 1, 0, 30.18979
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_55_363.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_55_363.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_55_363.jpg, -0.1393371, 1, 0, 30.185
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_55_466.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_55_466.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_55_466.jpg, 0, 1, 0, 30.1906
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_55_567.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_55_567.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_55_567.jpg, -0.1152399, 1, 0, 30.18764
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_55_672.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_55_672.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_55_672.jpg, -0.01743631, 1, 0, 30.19047
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_55_776.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_55_776.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_55_776.jpg, 0, 1, 0, 30.19021
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_55_879.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_55_879.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_55_879.jpg, -0.1292859, 1, 0, 30.18675
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_55_982.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_55_982.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_55_982.jpg, -0.08698621, 1, 0, 30.1903
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_56_083.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_56_083.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_56_083.jpg, 0, 1, 0, 30.18994
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_56_185.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_56_185.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_56_185.jpg, -0.0418281, 1, 0, 30.19011
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_56_288.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_56_288.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_56_288.jpg, -0.4014216, 1, 0, 30.15555
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_56_389.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_56_389.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_56_389.jpg, -0.5007159, 1, 0, 30.16032
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_56_490.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_56_490.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_56_490.jpg, -0.2000736, 1, 0, 30.19488
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_56_592.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_56_592.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_56_592.jpg, 0, 1, 0, 30.18662
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_56_692.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_56_692.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_56_692.jpg, 0, 1, 0, 30.18999
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_56_796.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_56_796.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_56_796.jpg, 0, 1, 0, 30.19027
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_56_896.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_56_896.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_56_896.jpg, 0, 1, 0, 30.19028
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_57_001.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_57_001.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_57_001.jpg, 0, 1, 0, 30.19048
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_57_103.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_57_103.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_57_103.jpg, 0, 1, 0, 30.19032
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_57_205.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_57_205.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_57_205.jpg, 0, 1, 0, 30.18965
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_57_307.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_57_307.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_57_307.jpg, 0, 1, 0, 30.19033
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_57_409.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_57_409.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_57_409.jpg, 0, 1, 0, 30.1903
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_57_510.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_57_510.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_57_510.jpg, 0, 1, 0, 30.1903
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_57_612.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_57_612.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_57_612.jpg, 0, 1, 0, 30.19029
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_57_712.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_57_712.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_57_712.jpg, 0, 1, 0, 30.19029
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_57_813.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_57_813.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_57_813.jpg, -0.2988516, 1, 0, 30.16828
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_57_915.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_57_915.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_57_915.jpg, 0, 1, 0, 30.18948
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_58_019.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_58_019.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_58_019.jpg, 0, 1, 0, 30.19006
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_58_121.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_58_121.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_58_121.jpg, 0, 1, 0, 30.18973
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_58_226.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_58_226.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_58_226.jpg, -0.1034622, 1, 0, 30.18851
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_58_326.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_58_326.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_58_326.jpg, 0, 1, 0, 30.19019
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_58_430.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_58_430.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_58_430.jpg, 0, 1, 0, 30.1903
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_58_534.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_58_534.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_58_534.jpg, 0, 1, 0, 30.19029
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_58_636.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_58_636.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_58_636.jpg, -0.2023536, 1, 0, 30.17968
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_58_738.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_58_738.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_58_738.jpg, 0, 1, 0, 30.18982
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_58_842.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_58_842.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_58_842.jpg, 0, 1, 0, 30.1904
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_58_942.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_58_942.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_58_942.jpg, 0, 1, 0, 30.19029
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_59_044.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_59_044.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_59_044.jpg, -0.2382447, 1, 0, 30.17657
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_59_144.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_59_144.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_59_144.jpg, 0, 1, 0, 30.18929
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_59_248.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_59_248.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_59_248.jpg, 0, 1, 0, 30.19024
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_59_352.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_59_352.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_59_352.jpg, -0.1557471, 1, 0, 30.18429
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_59_453.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_59_453.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_59_453.jpg, 0, 1, 0, 30.19011
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_59_556.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_59_556.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_59_556.jpg, -0.1428639, 1, 0, 30.18621
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_59_658.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_59_658.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_59_658.jpg, -0.2455809, 1, 0, 30.18185
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_59_759.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_59_759.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_59_759.jpg, 0, 1, 0, 30.18854
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_59_859.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_59_859.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_59_859.jpg, -0.2164137, 1, 0, 30.1832
C:\Users\bolts\Data\IMG\center_2024_06_16_18_07_59_962.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_07_59_962.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_07_59_962.jpg, 0, 1, 0, 30.18933
C:\Users\bolts\Data\IMG\center_2024_06_16_18_08_00_064.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_08_00_064.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_08_00_064.jpg, 0, 1, 0, 30.18952
C:\Users\bolts\Data\IMG\center_2024_06_16_18_08_00_166.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_08_00_166.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_08_00_166.jpg, -0.160764, 1, 0, 30.18449
C:\Users\bolts\Data\IMG\center_2024_06_16_18_08_00_269.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_08_00_269.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_08_00_269.jpg, 0, 1, 0, 30.18978
C:\Users\bolts\Data\IMG\center_2024_06_16_18_08_00_371.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_08_00_371.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_08_00_371.jpg, 0, 1, 0, 30.19017
C:\Users\bolts\Data\IMG\center_2024_06_16_18_08_00_473.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_08_00_473.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_08_00_473.jpg, 0, 1, 0, 30.19033
C:\Users\bolts\Data\IMG\center_2024_06_16_18_08_00_576.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_08_00_576.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_08_00_576.jpg, 0, 1, 0, 30.19028
C:\Users\bolts\Data\IMG\center_2024_06_16_18_08_00_678.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_08_00_678.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_08_00_678.jpg, -0.0267159, 1, 0, 30.19015
C:\Users\bolts\Data\IMG\center_2024_06_16_18_08_00_781.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_08_00_781.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_08_00_781.jpg, -0.1564398, 1, 0, 30.18506
C:\Users\bolts\Data\IMG\center_2024_06_16_18_08_00_882.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_08_00_882.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_08_00_882.jpg, 0, 1, 0, 30.19008
C:\Users\bolts\Data\IMG\center_2024_06_16_18_08_00_985.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_08_00_985.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_08_00_985.jpg, 0, 1, 0, 30.19026
C:\Users\bolts\Data\IMG\center_2024_06_16_18_08_01_090.jpg, C:\Users\bolts\Data\IMG\left_2024_06_16_18_08_01_090.jpg, C:\Users\bolts\Data\IMG\right_2024_06_16_18_08_01_090.jpg, 0, 1, 0, 30.19039
